headline,date,doc_type,material_type,section,keywords
Bill Cosby Ordered to Testify in Second Sexual Assault Case,2015-08-06,article,News,,"['Sex Crimes', 'Suits and Litigation (Civil)']"
Police Say Brooklyn Sergeant Had Sex With Underage Girl,2015-08-06,article,News,,"['Sex Crimes', 'Child Abuse and Neglect', 'Police Brutality, Misconduct and Shootings']"
Jets Linebacker Carries New Load as Fullback,2015-08-06,article,News,,['Football']
"Most Americans Support South Carolina’s Removal of Rebel Flag, Poll Says",2015-08-06,article,News,,"['Polls and Public Opinion', 'Race and Ethnicity', 'Flags, Emblems and Insignia', 'Charleston, SC, Shooting (2015)', 'Police Brutality, Misconduct and Shootings']"
Mexicans Aren’t Buying Official Account of ‘El Chapo’ Escape,2015-08-06,article,News,,"['Prison Escapes', 'Drug Abuse and Traffic', 'Corruption (Institutional)', 'Drug Cartels']"
"Marlins Erupt, With Six Runs in Final Inning, but the Mets Avert a Meltdown",2015-08-06,article,News,,['Baseball']
Anniversary of Hiroshima and Nagasaki Revives Debate Over the Atomic Bomb,2015-08-06,article,News,,"['Nuclear Weapons', 'World War II (1939-45)']"
A Sergeant Is Laid to Rest,2015-08-06,article,News,,['Funerals and Memorials']
Aerial Artistry,2015-08-06,multimedia,Slideshow,,['Diving (Sports Event)']
Word of the Day | levee,2015-08-06,article,News,,[]
Ackman Amasses 7.5% Stake in Snack Company Mondelez,2015-08-06,article,News,,"['Hedge Funds', 'Food', 'Mergers, Acquisitions and Divestitures']"
What’s on TV Thursday,2015-08-06,article,Schedule,,['Television']
"Corrections: August 6, 2015",2015-08-06,article,News,,[]
"Quotation of the Day for Thursday, August 6, 2015",2015-08-06,article,Quote,,[]
Photographs Most Muscular,2015-08-06,article,News,,"['Body Building', 'Muscles', 'Photography', 'Social Media']"
Student Crossword | The Food Pyramid,2015-08-06,article,News,,[]
Elliott Sells Shares of Samsung C&T After Losing Merger Battle,2015-08-06,article,News,,"['Shareholder Rights and Activism', 'Mergers, Acquisitions and Divestitures']"
Auditioning for Vice President?,2015-08-06,article,Letter,,"['Vice Presidents and Vice Presidency (US)', 'Presidential Election of 2016', 'United States Politics and Government']"
A Dispute Over Prostitution,2015-08-06,article,Letter,,"['Prostitution', 'Human Rights and Human Rights Violations']"
Israel on the Iran Nuclear Deal,2015-08-06,article,Letter,,['Nuclear Weapons']
"Free Puerto Rico, America’s Colony",2015-08-06,article,Op-Ed,,"['International Trade and World Market', 'Taxation', 'Puerto Ricans', 'Credit and Debt']"
Making Life Harder for Pimps,2015-08-06,article,Op-Ed,,"['Human Trafficking', 'Prostitution', 'Credit Cards', 'Sex Crimes', 'ADVERTISING AND MARKETING']"
Howard Schultz: America Deserves a Servant Leader,2015-08-06,article,Op-Ed,,"['United States Politics and Government', 'Presidential Election of 2016', 'Executives and Management (Theory)']"
Why the Voting Rights Act Is Once Again Under Threat,2015-08-06,article,Op-Ed,,"['Voter Registration and Requirements', 'Presidential Election of 2016', 'Voting Rights Act (1965)', 'Discrimination', 'Blacks', 'Black People', 'States (US)', 'United States Politics and Government', 'Civil Rights and Liberties', 'Civil Rights Movement (1954-68)']"
The Supreme Court’s Gap on Race and Juries,2015-08-06,article,Op-Ed,,"['Discrimination', 'Jury System', 'Blacks', 'Black People', 'Sentences (Criminal)']"
"A Long Time Coming, Sunlight on the Executive Pay Gap",2015-08-06,article,Editorial,,"['Editorials', 'Executive Compensation', 'Regulation and Deregulation of Industry', 'Income Inequality', 'Dodd-Frank Wall Street Reform and Consumer Protection Act (2010)', 'Stocks and Bonds']"
Greece’s Refugee Crisis and Europe’s Failure,2015-08-06,article,Editorial,,"['Editorials', 'Middle East and Africa Migrant Crisis', 'Refugees and Displaced Persons', 'Immigration and Emigration']"
Why We Cry for Cecil the Lion,2015-08-06,article,Letter,,"['Lions', 'Poaching (Wildlife)']"
The Challenges That Millennials Face,2015-08-06,article,Letter,,"['Millennial Generation', 'Colleges and Universities', 'Recession and Depression', 'Income Inequality']"
"Trade Me, Trade Me Not",2015-08-06,article,Op-Ed,,"['Baseball', 'Free Agents (Sports)']"
Darren Wilson’s Quest for Distance,2015-08-06,article,Op-Ed,,"['Police Brutality, Misconduct and Shootings', 'Discrimination', 'Blacks', 'Black People', 'Race and Ethnicity']"
The Next Phase of the G.O.P. Race Starts Now,2015-08-06,article,News,,"['Presidential Election of 2016', 'Debates (Political)', 'Primaries and Caucuses']"
State Department Cautions Americans Considering Travel to Iran,2015-08-06,article,News,,"['Nuclear Weapons', 'Travel and Vacations', 'Travel Warnings', 'Americans Abroad', 'United States International Relations']"
"Albino Sea Cucumbers, a Delicacy, Could Become a Lot Less Rare",2015-08-06,article,News,,"['Albinism', 'Fish and Other Marine Life', 'Genetic Engineering']"
A Brooklyn Rental for Sisters and Their Families,2015-08-06,article,News,,['Real Estate and Housing (Residential)']
"June’s Book Club Pick: ‘The Fifth Season,’ by N.K. ­Jemisin",2015-08-06,article,Review,,['Books and Literature']
Ursula K. Le Guin: By the Book,2015-08-06,article,Question,,"['Books and Literature', 'Writing and Writers']"
"Cuban Youth See New U.S. Embassy, but Same Old Drab Life",2015-08-06,article,News,,"['Economic Conditions and Trends', 'United States International Relations', 'Youth']"
"The Tale of an Anxious Economic Recovery, Told by a Revived Textile Mill",2015-08-06,article,News,,"['Textiles', 'Factories and Manufacturing', 'United States Economy', 'Recession and Depression', 'Labor and Jobs']"
"As Coaches Come and Go, Arsène Wenger of Arsenal Just Keeps Going",2015-08-06,article,News,,"['Soccer', 'Coaches and Managers']"
"News Q’s | Hitchhiking Robot, Safe in Several Countries, Meets Its End in Philadelphia",2015-08-06,article,News,,[]
Cuban Youth Wait for Change to Filter Down to Their Lives,2015-08-06,multimedia,Slideshow,,"['Economic Conditions and Trends', 'Youth']"
Roman Totenberg’s Stolen Stradivarius Is Found After 35 Years,2015-08-06,article,News,,"['Violins and Violas', 'Robberies and Thefts', 'Classical Music']"
Thursday’s Digest: A Peruvian Chef in New York and a Food Festival in San Francisco,2015-08-06,article,News,,['Travel and Vacations']
1871: Karl Marx’s Premature Obituary,2015-08-06,article,News,,[]
Contraceptives May Lower Endometrial Cancer Risk Long-Term,2015-08-06,article,News,,"['Birth Control and Family Planning', 'Cancer', 'Medicine and Health']"
Your Thursday Briefing,2015-08-06,article,News,,[]
New York Today: Last Moments of Zen,2015-08-06,article,News,,[]
Did Jon Stewart Have a Serious Lesson for Journalists?,2015-08-06,article,News,,[]
Search for Malaysia Airlines Flight 370 to Continue Off Australia,2015-08-06,article,News,,"['Malaysia Airlines Flight 370', 'Aviation Accidents, Safety and Disasters']"
U.S. and Russia to Back U.N. Vote on Chemical Attacks in Syria,2015-08-06,article,News,,"['Biological and Chemical Warfare', 'International Relations']"
Morning Agenda: Activist Investors Build Their Stakes,2015-08-06,article,News,,"['Drugs (Pharmaceuticals)', 'Executive Compensation', 'Food', 'Hedge Funds', 'Income Inequality', 'Initial Public Offerings', 'Regulation and Deregulation of Industry', 'Venture Capital']"
Today in Politics: Republicans Gather Under the Lights to Talk Amongst Themselves,2015-08-06,article,News,,"['Debates (Political)', 'Presidential Election of 2016']"
"Major Issues for Chinese Leaders to Tackle in Beidaihe, if They Meet",2015-08-06,article,News,,"['Appointments and Executive Changes', 'Corruption (Institutional)']"
Ice Cube Might Have Dinner With the President,2015-08-06,article,News,,"['Music', 'Movies', 'Blacks', 'Black People', 'Police Brutality, Misconduct and Shootings', 'Rap and Hip-Hop']"
Suez Canal Upgrade May Not Ease Egypt’s Economic Journey,2015-08-06,article,News,,"['Canals', 'Economic Conditions and Trends', 'Ships and Shipping']"
Letter of Recommendation: ‘The Love Song of J. Alfred Prufrock’,2015-08-06,article,News,,"['Poetry and Poets', 'Teenagers and Adolescence', 'Writing and Writers', 'English Language']"
Out of the Woods,2015-08-06,article,News,,"['Homosexuality and Bisexuality', 'Transgender and Transsexuals', 'Fringe Groups and Movements', 'Communes', 'Hippies']"
Victims of Hiroshima Bombing Honored,2015-08-06,multimedia,Video,,"['Nuclear Weapons', 'World War II (1939-45)', 'Nuclear Nonproliferation Treaty']"
CF Industries to Acquire Businesses From OCI for $8 Billion,2015-08-06,article,News,,"['Fertilizer', 'Mergers, Acquisitions and Divestitures']"
4 Palestinians Are Killed by Leftover Explosive in Gaza War’s Rubble,2015-08-06,article,News,,"['Bombs and Explosives', 'Palestinians', 'Deaths (Fatalities)']"
"Review: ‘The Gift,’ a Stalker Thriller That Isn’t What It Seems",2015-08-06,article,Review,,['Movies']
"At Katmai National Park in Alaska, Bears Rule",2015-08-06,article,News,,"['Travel and Vacations', 'Camps and Camping', 'Parks and Other Recreation Areas', 'Summer (Season)', 'Bears']"
1965: Voting Rights Act Passed,2015-08-06,article,News,,"['Voting and Voters', 'Voting Rights Act (1965)']"
Broadcasting From the Bedroom,2015-08-06,article,News,,[]
Three Coca-Cola Bottlers in Europe Agree to Merger,2015-08-06,article,News,,"['Soft Drinks', 'Mergers, Acquisitions and Divestitures']"
New York Times Co. Reports $16 Million Profit,2015-08-06,article,News,,['Company Reports']
Malaysia’s Declarations on Flight 370 and Plane Debris Further Dent Its Credibility,2015-08-06,article,News,,"['Malaysia Airlines Flight 370', 'Aviation Accidents, Safety and Disasters', 'Grief (Emotion)']"
At Least 15 Die at Saudi Mosque from Suicide Bomber,2015-08-06,article,News,,"['Mosques', 'Bombs and Explosives', 'Terrorism', 'Muslims and Islam', 'Deaths (Fatalities)']"
Press Play,2015-08-06,multimedia,Interactive Feature,,[]
The Uber-ization of Activism,2015-08-06,article,Op-Ed,,"['Lobbying and Lobbyists', 'Car Services and Livery Cabs', 'Social Media', 'Demonstrations, Protests and Riots', 'Computers and the Internet']"
A Small Kansas Town Relishes Its History,2015-08-06,multimedia,Slideshow,,"['Blacks', 'Black People', 'Historic Buildings and Sites']"
Descendants Keep Alive Legacy of 1877 Black Settlement in Kansas,2015-08-06,article,News,,"['Blacks', 'Black People', 'Slavery (Historical)', 'Historic Buildings and Sites']"
WME-IMG Unveils a New York Fashion Week Makeover,2015-08-06,article,News,,"['New York Fashion Week', 'Fashion and Apparel', 'Logos', 'ADVERTISING AND MARKETING']"
"Johanna Quandt, Matriarch of Family That Controls BMW, Dies at 89",2015-08-06,article,Obituary (Obit),,"['Deaths (Obituaries)', 'Automobiles']"
Young Conservatives Press Republican Presidential Debaters on Energy Policy,2015-08-06,article,News,,"['Debates (Political)', 'Energy Efficiency', 'Environment', 'Global Warming', 'Mercury (Metal)', 'Presidential Election of 2016', 'Solar Energy', 'Wind Power']"
"Afghan Army Helicopter Crashes, Killing All 17 Aboard",2015-08-06,article,News,,"['Aviation Accidents, Safety and Disasters', 'Helicopters', 'Deaths (Fatalities)']"
Daily Report: Google and the Spread of the ‘Right to Be Forgotten’,2015-08-06,article,News,,"['Computers and the Internet', 'Privacy', 'Search Engines']"
Everyone Wants to Hit Something,2015-08-06,multimedia,Video,,"['Boxing', 'Fashion and Apparel', 'Exercise']"
The New Workout: Boxing Without the Bruises,2015-08-06,article,News,,"['Boxing', 'Exercise', 'Health Clubs']"
No Comment Necessary: A Debate and an Anniversary,2015-08-06,article,News,,"['Debates (Political)', 'Presidential Election of 2016', 'Voter Registration and Requirements', 'Voting Rights Act (1965)']"
Think Like a Doctor: A Knife in the Ear,2015-08-06,article,News,,"['Doctors', 'Ears and Hearing', 'Eyes and Eyesight']"
"Jon Stewart, From Parody to Politics",2015-08-06,multimedia,Video,,"['Comedy and Humor', 'Television', 'United States Politics and Government']"
Sisi Unveils Suez Canal Extension,2015-08-06,multimedia,Video,,"['Ships and Shipping', 'Canals']"
"At Hiroshima’s 70th Anniversary, Japan Again Mourns Dawn of Atomic Age",2015-08-06,article,News,,['Nuclear Weapons']
The Choreographer Matthew Neenan of BalletX Nears the Stratosphere,2015-08-06,article,News,,['Dancing']
"Teenagers Leading Happy, Connected Lives Online",2015-08-06,article,News,,"['Computer and Video Games', 'Computers and the Internet', 'Friendship', 'Parenting', 'Social Media', 'Teenagers and Adolescence']"
Relaxed Parisian Style,2015-08-06,multimedia,Slideshow,,[]
Cinemark Rejects Paramount’s Plan to Rush Movie Releases,2015-08-06,article,News,,"['Movies', 'ADVERTISING AND MARKETING']"
Bartenders Whip Up Fringe Cocktails,2015-08-06,article,News,,"['ALCOHOLIC BEVERAGES', 'Cocktails', 'Bartenders']"
What to Do This Weekend,2015-08-06,article,News,,['Art']
Stage Scenes: Sherie Rene Scott,2015-08-06,multimedia,Slideshow,,['Theater']
"In ‘Whorl Inside a Loop,’ Prisoners’ Fingerprints in Tales of Inmate Lives",2015-08-06,article,News,,"['Theater', 'Prisons and Prisoners']"
"Apple Music Attracts 11 Million Users in Trial Period, Executive Says",2015-08-06,article,News,,"['Audio Recordings, Downloads and Streaming', 'Video Recordings, Downloads and Streaming']"
"Teenagers Keep and Make Friends Online, Pew Says",2015-08-06,article,News,,"['Computers and the Internet', 'Friendship', 'Polls and Public Opinion', 'Social Media', 'Teenagers and Adolescence']"
"Czech Company, Pressing Hits for Years on Vinyl, Finds It Has Become One",2015-08-06,article,News,,"['Audio Recordings, Downloads and Streaming', 'Factories and Manufacturing', 'Music']"
"Among the States, Self-Driving Cars Have Ignited a Gold Rush",2015-08-06,article,News,,"['Driverless and Semiautonomous Vehicles', 'States (US)', 'Automobiles', 'Law and Legislation']"
Making Every Vote Count,2015-08-06,article,Review,,['Books and Literature']
"Detroit Boy, 11, Charged With Manslaughter in Shooting of 3-Year-Old",2015-08-06,article,News,,"['Murders, Attempted Murders and Homicides', 'Juvenile Delinquency']"
1940: Ministers Ponder Actor’s Trip,2015-08-06,article,News,,['Legislatures and Parliaments']
Brooklyn Getting a New Jazz Festival at BRIC House,2015-08-06,article,News,,"['Jazz', 'Music']"
A Parisian Lifestyle Brand That Combines Art With Slouchy Sweaters,2015-08-06,article,News,,"['Fashion and Apparel', 'Textiles']"
"Tougher Standards Set for U.S. Visa Waivers, Citing Militant Threat",2015-08-06,article,News,,"['Airport Security', 'Identification Devices', 'Visas']"
Police Video From N. Carolina Shooting,2015-08-06,multimedia,Video,,"['Police Brutality, Misconduct and Shootings']"
"IBM Adds Medical Images to Watson, Buying Merge Healthcare for $1 Billion",2015-08-06,article,News,,"['Artificial Intelligence', 'Data-Mining and Database Marketing', 'Medicine and Health']"
"Natalia Molchanova Was Teaching Divers When She Vanished, Son Says",2015-08-06,article,News,,"['Free Diving', 'Diving and Divers']"
The Weitz Brothers Help Each Other Through Hollywood Hits and Misses,2015-08-06,article,News,,['Movies']
"Pennsylvania Attorney General, Kathleen Kane, Charged in Leak Case",2015-08-06,article,News,,"['Perjury', 'Attorneys General']"
What’s That Bubble? A Dying Star’s Glowing Remains,2015-08-06,multimedia,Interactive Feature,,"['Whales and Whaling', 'Fish and Other Marine Life', 'Oceans and Seas']"
Viacom’s Weak Results Pile On More Bad News for TV Industry,2015-08-06,article,News,,"['Television', 'Cable Television', 'Company Reports']"
Texas Watchdog Group Calls Another Political Titan to Account,2015-08-06,article,News,,"['Politics and Government', 'Ethics and Official Misconduct']"
"Review: In ‘The Diary of a Teenage Girl,’ a Hormone Bomb Waiting to Explode",2015-08-06,article,Review,,['Movies']
