headline,date,doc_type,material_type,section,keywords
Justin Matherly: ‘All Industrious People’,2013-03-28,article,Review,,"['Art', 'Sculpture']"
Luigi Ghirri: ‘Kodachrome’,2013-03-28,article,Review,,"['Art', 'Photography']"
U.N. Treaty to Control Arms Sales Hits Snag,2013-03-28,article,News,,"['ARMS CONTROL AND LIMITATION AND DISARMAMENT', 'Arms Trade']"
Tax-Time Refund Loans vs. Lines of Credit,2013-03-28,article,News,,"['Income Tax', 'Prices (Fares, Fees and Rates)', 'Rebates and Refunds']"
A Cello Built for Baroque,2013-03-28,article,Review,,"['Classical Music', 'Cellos', 'Music']"
"A Muse to the Father, and a Wife to the Son",2013-03-28,article,Review,,['Movies']
Controls on Capital Come Late to Cyprus,2013-03-28,article,News,,"['Banking and Financial Institutions', 'European Sovereign Debt Crisis (2010- )']"
If Children Had Google Glass,2013-03-28,article,News,,"['Children and Childhood', 'Computers and the Internet', 'Parenting']"
Small Cars That Are Far From Frumpy,2013-03-28,article,News,,"['Automobiles', 'Luxury Goods', 'New York International Auto Show']"
Blazing a Trail for Hypnotic Hyper-Realism,2013-03-28,article,Review,,['Art']
Pictures of the Day: Syria and Elsewhere,2013-03-28,article,News,,[]
"For a Night, Iraqis Root for the Home Team, and the Visitors",2013-03-28,article,News,,['Soccer']
Transplanting Madison Square Garden,2013-03-28,article,News,,['Pennsylvania Station (NYC)']
A Spanish Dance on American Shores,2013-03-28,article,Review,,"['Flamenco (Dance)', 'Dancing', 'Art', 'Photography']"
Uncovering a Grim Tale,2013-03-28,multimedia,Slideshow,,"['Cholera', 'Irish-Americans']"
Triple Play: Make Your Picks for Week 1,2013-03-28,article,News,,['Baseball']
"Pig Ears, in the Best Possible Light",2013-03-28,article,Review,,"['Restaurants', 'Chinese Food (Cuisine)']"
Canterbury’s Windows at the Getty Museum,2013-03-28,article,News,,['Art']
La Vie en Szechuan,2013-03-28,multimedia,Slideshow,,['Restaurants']
The Benefits of Counseling,2013-03-28,article,News,,"['Mortgages', 'Real Estate and Housing (Residential)']"
"Ancient Tragedy, Echoed by a Chorus of Veterans",2013-03-28,article,Review,,['Theater']
Fighting the Peacenik Alien Within Her,2013-03-28,article,Review,,['Movies']
Q & A,2013-03-28,article,News,,"['Real Estate and Housing (Residential)', 'Renting and Leasing (Real Estate)', 'Condominiums']"
Separate Country Roads Meet on the Upper West Side,2013-03-28,article,Review,,['Music']
"The Flesh and the Asphalt, Both Weak",2013-03-28,article,Review,,['Photography']
In the Round: Honda Urban S.U.V. Concept,2013-03-28,article,News,,['New York International Auto Show']
"Good Intentions, Paving the Usual",2013-03-28,article,Review,,['Movies']
Unlikely to Succeed at Successions,2013-03-28,article,News,,['Television']
A Career Bringing Natural History to Life,2013-03-28,article,News,,['Museums']
Sticky Fingers Make the Show,2013-03-28,article,News,,['Art']
Comedy Listings for March 29-April 4,2013-03-28,article,Schedule,,['Comedy and Humor']
Bringing France to Life With Pencil and Chalk,2013-03-28,article,Review,,['Art']
The High-Wire Act Called Conversion,2013-03-28,article,News,,"['Real Estate and Housing (Residential)', 'Condominiums', 'Restoration and Renovation']"
Pop and Rock Listings for March 29-April 4,2013-03-28,article,Schedule,,['Music']
Movie Listings for March 29-April 4,2013-03-28,article,Schedule,,['Movies']
Jazz Listings for March 29-April 4,2013-03-28,article,Schedule,,['Jazz']
Classical Music and Opera Listings for March 29-April 4,2013-03-28,article,Schedule,,"['Opera', 'Classical Music']"
"Cyberattacks Seem Meant to Destroy, Not Just Disrupt",2013-03-28,article,News,,"['Cyberattacks and Hackers', 'Banking and Financial Institutions', 'Cyberwarfare']"
Dance Listings for March 29-April 4,2013-03-28,article,Schedule,,['Dancing']
Museum and Gallery Listings for March 29-April 4,2013-03-28,article,Schedule,,"['Museums', 'Art']"
The Nanny Arrives; Eccentricity Is Squared,2013-03-28,article,Review,,['Movies']
"Today’s Scuttlebot: Chosen for Glass, and Serious Facebook Games",2013-03-28,article,News,,[]
Theater Listings for March 29-April 4,2013-03-28,article,Schedule,,['Theater']
Spare Times for Children for March 29-April 4,2013-03-28,article,Schedule,,"['Culture (Arts)', 'Children and Childhood']"
Samsung Galaxy S 4 Will Cost More Than iPhone on AT&T,2013-03-28,article,News,,[]
Lost: Man’s Best Friend,2013-03-28,article,Review,,['Movies']
7 of 8 Ivy League Schools Report Lower Acceptance Rates,2013-03-28,article,News,,"['ADMISSIONS STANDARDS', 'Colleges and Universities']"
Spare Times for March 29-April 4,2013-03-28,article,Schedule,,['Culture (Arts)']
Pre-Raphaelite Technicolor,2013-03-28,multimedia,Slideshow,,['Art']
Weak Job Market Leaves City’s Unemployment Rate Flat,2013-03-28,article,News,,"['Labor and Jobs', 'Unemployment']"
Capital Overload,2013-03-28,multimedia,Interactive Feature,,['Economic Conditions and Trends']
Failed Burglary Immortalized on Video,2013-03-28,article,News,,['Crime and Criminals']
A Newcomer Makes a Splash in Museum Attendance Standings,2013-03-28,article,News,,['Museums']
On Speed-Dial Before Speed-Dial,2013-03-28,article,News,,"['Historic Buildings and Sites', 'Brownstones']"
Neighborhood Joint: Worldtone Dance,2013-03-28,multimedia,Slideshow,,"['Dancing', 'Shoes and Boots']"
Is Domestic Bliss Too Much to Ask?,2013-03-28,article,Review,,['Movies']
"As Fracking Proliferates, So Do Wastewater Wells",2013-03-28,article,News,,"['Hydraulic Fracturing', 'Wells', 'Waste Materials and Disposal']"
2014 Subaru XV Crosstrek Hybrid: Mild Gains,2013-03-28,article,News,,"['Automobiles', 'New York International Auto Show']"
New York Court Upholds Sales Tax for Online Retailers,2013-03-28,article,News,,"['E-Commerce', 'Sales and Excise Taxes', 'Decisions and Verdicts']"
"Guns, Sex, Drug Cartels, Narco Cinema!",2013-03-28,article,News,,"['Movies', 'Drug Cartels']"
Deal Reached to Force Paid Sick Leave in New York City,2013-03-28,article,News,,"['Paid Time Off', 'City Councils', 'Law and Legislation']"
The Joes Fight the Power,2013-03-28,article,Review,,['Movies']
Doctor and Assistant Accused in Drug Case,2013-03-28,article,News,,"['Drugs (Pharmaceuticals)', 'Drug Abuse and Traffic', 'Pain-Relieving Drugs', 'OxyContin (Drug)']"
Santana’s Year Appears Over Before It Begins ,2013-03-28,article,News,,['Baseball']
A Fighting Mood Over Marijuana in Montana,2013-03-28,article,Review,,"['Movies', 'Medical Marijuana', 'Documentary Films and Programs']"
"This Week’s Movies | March 28, 2013",2013-03-28,multimedia,Video,,[]
7 of 8 Ivy League Schools Report Lower Acceptance Rates,2013-03-28,article,News,,[]
GTT ★,2013-03-28,article,News,,"['Music', 'Dancing', 'Movies', 'Festivals']"
If the Dancing Shoe Fits,2013-03-28,article,News,,"['Dancing', 'Shopping and Retail', 'Shoes and Boots']"
"Donovan, Sabbatical Over, Is Eager to Return to the U.S. Team",2013-03-28,article,News,,"['Soccer', 'World Cup 2014 (Soccer)']"
Subaru WRX Concept: A Pocket Rocket That Looks the Part,2013-03-28,article,News,,[]
Pentagon Reduces Furlough Days for Civilian Staff,2013-03-28,article,News,,"['Federal Budget (US)', 'Government Employees', 'United States Defense and Military Forces']"
Amazon to Buy Social Site Dedicated to Sharing Books,2013-03-29,article,News,,"['Social Networking (Internet)', 'Book Trade and Publishing']"
"For a Musician, Life Was a Song",2013-03-29,article,Review,,['Movies']
"Most Children’s Meals at Large Restaurant Chains Are Still Unhealthy, a Study Finds",2013-03-29,article,News,,"['Food', 'Diet and Nutrition', 'Children and Childhood', 'Restaurants', 'Calories']"
"The Setting Is Juvenile, the Problems Are Not",2013-03-29,article,Review,,['Movies']
"Dealing With a Lot, and Nothing at All",2013-03-29,article,Review,,['Movies']
His Truck Is Stuck. Really Stuck.,2013-03-29,article,Review,,['Movies']
"Mystery Malady Kills More Bees, Heightening Worry on Farms",2013-03-29,article,News,,"['Bees', 'Pesticides']"
A Disastrous Year for Bees,2013-03-29,multimedia,Video,,"['Bees', 'Pesticides', 'Honey', 'Agriculture and Farming']"
E.P.A. Plans Stricter Limit for Sulfur in Gasoline,2013-03-29,article,News,,"['Oil (Petroleum) and Gasoline', 'Air Pollution', 'Sulfur and Sulfur Compounds', 'Automobiles']"
Holocaust Heroism in the Philippines,2013-03-29,article,Review,,"['Movies', 'Documentary Films and Programs']"
Old Enough to See the Glass as Half-Full,2013-03-29,article,Review,,"['Movies', 'Documentary Films and Programs']"
"Stoudemire Happy After Surgery, but Playoffs Are Uncertain",2013-03-29,article,News,,['Knees']
California Beaming,2013-03-29,article,News,,"['Budgets and Budgeting', 'High-Speed Rail Projects', 'Infrastructure (Public Works)']"
"Bob Teague, WNBC Reporter Who Helped Integrate TV News, Is Dead at 84",2013-03-29,article,Obituary (Obit),,"['News and News Media', 'Deaths (Obituaries)', 'Blacks', 'Black People', 'Television']"
Russia: Opposition Activist’s Trial to Begin in April,2013-03-29,article,Brief,,"['Embezzlement', 'Logging Industry']"
A Brief Stop That Altered Everything,2013-03-29,article,News,,"['Basketball (College)', 'NCAA Basketball Championships (Men)', 'Coaches and Managers']"
A New High,2013-03-29,multimedia,Interactive Feature,,"['Stocks and Bonds', 'United States Economy', ""Standard & Poor's 500-Stock Index""]"
Volvo V60 R-Design Wagon: Sportiness Balanced With Comfort,2013-03-29,article,News,,"['Automobiles', 'New York International Auto Show']"
Mayor Says ’13 Hopefuls Haven’t Won Him Over,2013-03-29,article,News,,"['Elections, Mayors', 'Accidents and Safety', 'Crime and Criminals']"
The Ivy League Was Another Planet,2013-03-29,article,Op-Ed,,"['Colleges and Universities', 'ADMISSIONS STANDARDS', 'Draft and Recruitment (Military)', 'Rural Areas', 'Poverty']"
The Tyranny of the Billable Hour,2013-03-29,article,Op-Ed,,"['Working Hours', 'Legal Profession', 'Prices (Fares, Fees and Rates)']"
Izzo’s Son Sides With Krzyzewski,2013-03-29,article,News,,[]
"Riding Wave of Popularity, Craft Brewers Ask Congress for a Tax Cut",2013-03-29,article,News,,"['Sales and Excise Taxes', 'Beer', 'Lobbying and Lobbyists', 'Conventions, Fairs and Trade Shows', 'United States Politics and Government']"
Ex-Soldier Is Charged With Aiding Terrorist Group,2013-03-29,article,News,,"['Middle East and North Africa Unrest (2010- )', 'United States Defense and Military Forces']"
Immigrants in Detention,2013-03-29,article,Letter,,"['Immigration Detention', 'Prisons and Prisoners']"
What Is the Purpose of Lent?,2013-03-29,article,News,,[]
2 Faces of Latin America,2013-03-29,article,Letter,,"['Economic Conditions and Trends', 'Income Inequality']"
Deconstructing the Wrath of Christine Quinn,2013-03-29,article,Letter,,"['Elections, Mayors']"
Ban on Aid for War Rape,2013-03-29,article,Letter,,"['Women and Girls', 'Sex Crimes', 'ABORTION', 'Humanitarian Aid']"
Career and Family: The Choices We Face,2013-03-29,article,Letter,,"['Work-Life Balance', 'Working Hours', 'Parenting']"
Drug-Sniffing Dogs and the Fourth Amendment,2013-03-29,article,Editorial,,"['Fourth Amendment (US Constitution)', 'Search and Seizure', 'Decisions and Verdicts', 'Editorials']"
Wealth That Comes of Tragedy,2013-03-29,article,Editorial,,"['Newtown, Conn, Shooting (2012)', 'Philanthropy', 'Editorials']"
Terror in Tahrir Square,2013-03-29,article,Editorial,,"['Women and Girls', 'Sex Crimes', 'Middle East and North Africa Unrest (2010- )', 'Editorials']"
Jayhawks Seeking Better Guard Play,2013-03-29,article,News,,['Basketball (College)']
Cheating Our Children,2013-03-29,article,Op-Ed,,"['United States Economy', 'Federal Budget (US)', 'National Debt (US)']"
Victim and Prosecutor Back Death Row Inmate’s Bid for Resentencing,2013-03-29,article,News,,"['Capital Punishment', 'Race and Ethnicity', 'Psychology and Psychologists', 'Murders and Attempted Murders', 'Discrimination']"
The Empirical Kids,2013-03-29,article,Op-Ed,,"['United States Politics and Government', 'Youth', 'Colleges and Universities']"
A Scene Stealer Isn’t Ready to Give Up the Spotlight,2013-03-29,article,News,,"['NCAA Basketball Championships (Men)', 'Basketball (College)']"
Palestinians Fight Prison Sentences for Mocking Their President on Facebook,2013-03-29,article,News,,"['Middle East and North Africa Unrest (2010- )', 'Palestinians', 'Social Networking (Internet)']"
Sprint Nears a U.S. Deal to Restrict China Gear,2013-03-29,article,News,,"['Telephones and Telecommunications', 'Industrial Espionage']"
Malicious Obstruction in the Senate,2013-03-29,article,Editorial,,"['Filibusters and Debate Curbs', 'Appointments and Executive Changes', 'United States Politics and Government', 'Editorials', 'Appeals Courts (US)']"
A Safety-First Message Aimed at Getting More Youths Behind the Wheel,2013-03-29,article,News,,"['ADVERTISING AND MARKETING', 'Automobiles', 'Teenagers and Adolescence']"
The Lanzas’ Ammunition Inventory at a Glance,2013-03-29,multimedia,Interactive Feature,,"['Newtown, Conn, Shooting (2012)']"
A Dying Art Gets a Rare Exhibition,2013-03-29,article,News,,"['Basketball (College)', 'NCAA Basketball Championships (Men)']"
Manslaughter Charges for Doctor Who Gave Liposuction to Transplant Recipient,2013-03-29,article,News,,"['Malpractice', 'Liposuction', 'Transplants', 'Murders and Attempted Murders']"
"Mitsubishi Mirage: Just the Basics, in Vibrant Colors",2013-03-29,article,News,,"['Fuel Efficiency', 'New York International Auto Show', 'Small Cars (Compact, Subcompact and Microcars)']"
"Beloved but Ill, Boston Mayor Won’t Run Again",2013-03-29,article,News,,['Mayors']
"Quotation of the Day for Friday, Mar. 29, 2013",2013-03-29,article,Quote,,[]
Isel Pineda’s Original and Altered Medical Forms,2013-03-29,multimedia,Interactive Feature,,"['Liposuction', 'Transplants', 'Malpractice', 'Heart', 'Drugs (Pharmaceuticals)']"
"For Obama, Tricky Balancing Act in Enforcing Defense of Marriage Act",2013-03-29,article,News,,"['Defense of Marriage Act (1996)', 'Same-Sex Marriage, Civil Unions and Domestic Partnerships']"
Divided Parliament Stymies Efforts to Form New Government in Italy,2013-03-29,article,News,,"['Legislatures and Parliaments', 'European Sovereign Debt Crisis (2010- )']"
Shelby Raptor: A Ford With Extra Spice — Lots of It,2013-03-29,article,News,,"['Automobiles', 'New York International Auto Show']"
Pro-Cuomo Group Repeats as Top Spender on Lobbying,2013-03-29,article,News,,"['Lobbying and Lobbyists', 'Budgets and Budgeting']"
Lottery Numbers,2013-03-29,article,List,,['Lotteries']
"Sabathia Sets Sights on Opener, and the Red Sox",2013-03-29,article,News,,['Baseball']
Cackling Loon,2013-03-29,article,News,,['Crossword Puzzles']
"Corrections: March 29, 2013",2013-03-29,article,News,,[]
"Fay Kanin, Writer for Film and Stage, Dies at 95",2013-03-29,article,Obituary (Obit),,"['Writing and Writers', 'Television', 'Deaths (Obituaries)']"
Long Prison Term Is Less So Thanks to Judge’s Regrets,2013-03-29,article,News,,"['Mandatory Sentencing', 'Prisons and Prisoners', 'Drug Abuse and Traffic', 'Cocaine and Crack Cocaine']"
Study Links 2011 Quake to Technique at Oil Wells,2013-03-29,article,News,,"['Earthquakes', 'Waste Materials and Disposal', 'Geology', 'Oil (Petroleum) and Gasoline', 'Hydraulic Fracturing']"
Damascus University: A Snapshot,2013-03-29,article,News,,['Colleges and Universities']
"Heat Distinguished, and Distanced, Themselves",2013-03-29,article,News Analysis,,['Basketball']
"Health Care Law Will Raise Some Premiums, Study Says",2013-03-29,article,News,,"['Patient Protection and Affordable Care Act (2010)', 'Health Insurance and Managed Care']"
Taliban Spread Terror in Karachi as the New Gang in Town,2013-03-29,article,News,,"['Terrorism', 'Pashtun (Ethnic Group)']"
"In Politics, Never Say Never to an Aggie",2013-03-29,article,News,,"['Appointments and Executive Changes', 'Politics and Government']"
"Memphis Drops Confederate Names From Parks, Sowing New Battles",2013-03-29,article,News,,"['Parks and Other Recreation Areas', 'City Councils', 'Civil War (US) (1861-65)', 'Historic Buildings and Sites', 'Names, Geographical']"
"Another 3-Pointer Falls, and Ohio State Escapes Again",2013-03-29,article,News,,"['Basketball (College)', 'NCAA Basketball Championships (Men)']"
"Tom Boerwinkle, Who Had Night to Remember as a Rebounder, Dies at 67",2013-03-29,article,Obituary (Obit),,"['Basketball', 'Deaths (Obituaries)']"
Cases of Fever Caused by Fungus Rise,2013-03-29,article,Brief,,"['Coccidioidomycosis (Valley Fever)', 'Fungi']"
"Often Overlooked, Marquette Overwhelms No. 2 Seed Miami ",2013-03-29,article,News,,"['Basketball (College)', 'NCAA Basketball Championships (Men)']"
"In Doubles, Lisa Raymond and Laura Robson Cover the Age Spectrum",2013-03-29,article,News,,"['United States Open (Tennis)', 'Sony Open (Tennis)']"
A Rebooted Scion tC Not So Worthy of Fanfare,2013-03-29,article,News,,"['Automobiles', 'New York International Auto Show']"
Is the Secret to Olive Oil in Its Scent?,2013-03-29,article,News,,"['Calories', 'Diet and Nutrition', 'Olive Oil', 'Research', 'Senses and Sensation', 'Serotonin (Chemical)', 'Weight']"
Word of the Day | factitious,2013-03-29,article,News,,[]
"Donovan Speaks About a National Team Return, and More",2013-03-29,article,News,,['Soccer']
From Today’s Paper: Water Line Break and Flood Homes in Hoboken,2013-03-29,article,News,,[]
What’s On Friday,2013-03-29,article,Schedule,,[]
A Time as  Fleeting as Waxwings,2013-03-29,article,News,,"['Baby Boomers', 'Autism', 'Parenting']"
Syracuse Smothers No. 1 Seed Indiana,2013-03-29,article,News,,"['Basketball (College)', 'NCAA Basketball Championships (Men)']"
"News Quiz | March 29, 2013",2013-03-29,article,News,,[]
London’s Dynamic Duo of Theatrical Dames,2013-03-29,article,News,,['Theater']
Wichita State Muscles Past La Salle Into the Round of 8,2013-03-29,article,News,,"['Basketball (College)', 'NCAA Basketball Championships (Men)']"
"From College to N.B.A., Coaching Approaches Differ",2013-03-29,article,News,,"['Basketball (College)', 'NCAA Basketball Championships (Men)']"
Men’s N.C.A.A. Tournament: March 29,2013-03-29,multimedia,Slideshow,,"['NCAA Basketball Championships (Men)', 'Basketball (College)']"
Tibetan Monk Dies in Self-Immolation in China,2013-03-29,article,News,,"['Monasteries and Monks', 'Demonstrations, Protests, and Riots', 'International Relations']"
IHT Quick Read: March 29,2013-03-29,article,News,,[]
When John F. Kennedy Jr. Came to India,2013-03-29,article,News,,[]
India Observes Good Friday,2013-03-29,article,News,,['Easter and Holy Week']
Video: Robbie Rogers Interview,2013-03-29,multimedia,Video,,['Soccer']
"Freed of a Secret’s Burden, a Soccer Player Looks Ahead",2013-03-29,article,News,,"['Soccer', 'Homosexuality']"
Video: An Interview With Robbie Rogers,2013-03-29,article,News,,"['Homosexuality', 'Soccer']"
"Test Yourself | Editing Practice, March 29, 2013",2013-03-29,article,News,,[]
In the Spirit and on the Street,2013-03-29,article,News,,"['Easter and Holy Week', 'Parades', 'Photography']"
The Story of Rabbi Herschel Schacter and the Liberation of Buchenwald,2013-03-29,article,News,,[]
Mandela Reported ‘in Good Spirits’ After Second Night in Hospital,2013-03-29,article,News,,[]
Global Powers Cast Wary Eye as Korean Tension Escalates,2013-03-29,article,News,,"['Defense and Military Forces', 'United States International Relations']"
The Early Word: Hints of Agreement,2013-03-29,article,News,,[]
U.S. Health Care Prices Are the Elephant in the Room,2013-03-29,article,News,,['Health Insurance and Managed Care']
Tip Sheet: What to Do After Your Admissions Decision Arrives,2013-03-29,article,News,,"['ADMISSIONS STANDARDS', 'Colleges and Universities', 'Financial Aid (Education)']"
The Stalemate in Syria,2013-03-29,article,News,,"['Defense and Military Forces', 'Middle East and North Africa Unrest (2010- )']"
Daily Report:  ‘The Attacks Have Changed From Espionage to Destruction’,2013-03-29,article,News,,"['Computer Security', 'Computers and the Internet', 'Industrial Espionage']"
Choosing a Credit Card Processor (and Drawing Some Conclusions),2013-03-29,article,News,,"['Credit Cards', 'Small Business']"
App Smart Extra: For the Garden,2013-03-29,article,News,,"['Gardens and Gardening', 'Mobile Applications']"
Opinion Report: Tahrir Square,2013-03-29,article,News,,[]
Friday Reading: A Minivan With a Built-In Vacuum,2013-03-29,article,News,,[]
A Date’s Awkward End on the Subway,2013-03-29,article,News,,"['Dating and Courtship', 'Subways']"
"The Breakfast Meeting: Awkwardness at NBC, and Barbara Walters’ Retirement",2013-03-29,article,News,,['Television']
Insider Inquiry at SAC Reaches Into Higher Ranks,2013-03-29,article,News,,['Insider Trading']
An Officer’s Secretly Recorded Words About ‘Stop and Frisk’ Cause a Firestorm,2013-03-29,article,News,,['Racial Profiling']
"Reader Idea | Sixth Graders Study Geography, With The Times as a Textbook",2013-03-29,article,News,,[]
Debasing Lincoln,2013-03-29,article,News,,[]
Italy Struggles to Form a Government,2013-03-29,article,News,,[]
EADS’s Newfound Freedom May Lead to Clash With Berlin,2013-03-29,article,News,,"['Defense Contracts', 'Boards of Directors']"
"After 21 Years, NPR Is Ending ‘Talk of the Nation’",2013-03-29,article,News,,"['Radio', 'Public Broadcasting']"
Raids in Russia Target ‘Foreign Agents’,2013-03-29,article,News,,['Human Rights and Human Rights Violations']
A Big Picture From a Small Projector,2013-03-29,article,News,,['Projectors']
What We’re Reading,2013-03-29,article,News,,[]
The Vulnerable Side of an Invincible Heroine,2013-03-29,article,Review,,['Computer and Video Games']
Insider Trading Arrest at SAC Capital,2013-03-29,multimedia,Video,,['Insider Trading']
"Don Payne, ‘Simpsons’ Scriptwriter, Dies at 48",2013-03-29,article,Obituary (Obit),,"['Writing and Writers', 'Deaths (Obituaries)']"
Does ‘Nesting’ Children After Divorce Work?,2013-03-29,article,News,,"['Divorce, Separations and Annulments', 'Families and Family Life', 'Marriages', 'Parenting', 'Real Estate and Housing (Residential)']"
Europe’s Second Depression,2013-03-29,article,News,,[]
Kristallnacht in Myanmar,2013-03-29,article,News,,"['Buddhism', 'Freedom of Religion', 'Muslims and Islam', 'Reform and Reorganization', 'Religion and Belief']"
"The Gun Report: March 29, 2013",2013-03-29,article,News,,[]
We Do Not Want to Go Home Again,2013-03-29,article,News,,"['Real Estate and Housing (Residential)', 'Hurricane Sandy (2012)']"
A Man of His Time,2013-03-29,article,Review,,['Books and Literature']
"This Week’s Movies: ‘The Host,’ ‘Renoir’ and ‘The Place Beyond the Pines’",2013-03-29,article,News,,[]
The Cowgirl Way,2013-03-29,multimedia,Interactive Feature,,['Rodeos']
Editors’ Choice,2013-03-29,article,List,,['Books and Literature']
"It’s a Natural Gas, Gas, Gas",2013-03-29,article,Question,,"['Ethics (Personal)', 'Ethicist, The (Times Column)', 'Oil (Petroleum) and Gasoline', 'Books and Literature', 'Royalties', 'Food', 'Drilling and Boring', 'Prices (Fares, Fees and Rates)', 'Natural Gas']"
A Modest Proposal for More Back-Stabbing in Preschool,2013-03-29,article,News,,"['Labor and Jobs', 'Women and Girls', 'Income Inequality', 'Children and Childhood']"
A Brief Resurrection,2013-03-29,article,News,,"['Easter and Holy Week', 'Nuns', 'Christians and Christianity']"
Tony Visconti Will Lie for David Bowie,2013-03-29,article,Interview,,"['Music', 'Rock Music']"
The 3.17.13 Issue,2013-03-29,article,Letter,,[]
Paperback Row,2013-03-29,article,List,,['Books and Literature']
Get Yer Yeah Yeah Yeahs Out,2013-03-29,article,News,,"['Music', 'Rock Music']"
Who Made That Learjet?,2013-03-29,article,News,,"['AIRLINES AND AIRPLANES', 'Private Aircraft', 'Inventions and Patents']"
"Bobby Cannavale, Broadway’s Hottest Outsider",2013-03-29,article,News,,"['Theater', 'ACTORS AND ACTRESSES', 'Television']"
Summary Judgment,2013-03-29,article,Review,,['Books and Literature']
Yes Man,2013-03-29,article,Review,,['Books and Literature']
Masters and Slaves,2013-03-29,article,Review,,"['Books and Literature', 'Slavery']"
Peculiar Institutions,2013-03-29,article,Review,,['Books and Literature']
Asylum Seekers,2013-03-29,article,Review,,['Books and Literature']
Prince of Punk,2013-03-29,article,Review,,"['Books and Literature', 'Music']"
Mother of the Movement,2013-03-29,article,Review,,"['Books and Literature', 'Civil Rights and Liberties']"
What Now for Gun Control?,2013-03-29,article,News,,"['Gun Control', 'Newtown, Conn, Shooting (2012)']"
When Worlds Collide,2013-03-29,article,Review,,['Books and Literature']
Nonfiction Chronicle,2013-03-29,article,Review,,['Books and Literature']
Undue Process,2013-03-29,article,Review,,"['Books and Literature', 'Juvenile Delinquency']"
Irish Legacy of Leniency on Mortgages Nears an End,2013-03-29,article,News,,"['Real Estate and Housing (Residential)', 'Foreclosures', 'European Sovereign Debt Crisis (2010- )']"
By Night in Chile,2013-03-29,article,Review,,['Books and Literature']
A Crack in the Darkness,2013-03-29,article,News,,"['Books and Literature', 'Writing and Writers']"
Attacca Quartet Plays John Adams on ‘Fellow Traveler’,2013-03-29,article,Review,,['Music']
Screening History,2013-03-29,article,Review,,['Books and Literature']
Mozart Piano Concertos Performed by Jan Lisiecki,2013-03-29,article,Review,,"['Classical Music', 'Music']"
Rachmaninoff’s ‘All-Night Vigil’,2013-03-29,article,Review,,"['Classical Music', 'Music']"
Glass Lewis Urges MetroPCS Investors to Reject T-Mobile Deal,2013-03-29,article,News,,"['Mergers, Acquisitions and Divestitures']"
Book Review Podcast,2013-03-29,audio,,,"['Books and Literature', 'Podcasts']"
"Male Roles? Yes, but Ready for Divadom",2013-03-29,article,News,,"['Opera', 'Music']"
‘Spring’ Festival as Rite of Refreshment,2013-03-29,article,News,,['Dancing']
"Lil Wayne, Sobriety and the Damage Done",2013-03-29,audio,,,[]
What Pet Owners Must Do to Get New York Apartments,2013-03-29,article,News,,"['Real Estate and Housing (Residential)', 'Pets']"
Leading Off: The Joyless Round,2013-03-29,article,News,,"['Basketball (College)', 'College Athletics', 'NCAA Basketball Championships (Men)']"
Can Line’s Messaging App Crack the American Market?,2013-03-29,article,News,,"['Computer and Video Games', 'Text Messaging']"
A Triplex at the Pierre Hotel,2013-03-29,multimedia,Slideshow,,['Real Estate and Housing (Residential)']
Women’s Tennis Serves Up No. 1 vs. No. 2,2013-03-29,article,News,,[]
"Opulent, at a Price to Match",2013-03-29,article,News,,['Real Estate and Housing (Residential)']
Safety Agency Opens Inquiry on Hyundai Sonata Suspension Failures,2013-03-29,article,News,,"['Automobile Safety Features and Defects', 'Automobiles', 'Recalls and Bans of Products']"
"Popcast: Lil Wayne, Sobriety and the Damage Done",2013-03-29,article,News,,[]
More Choices for Healthy Fish Dishes,2013-03-29,article,recipe,,"['Medicine and Health', 'Recipes', 'Diet and Nutrition', 'Seafood']"
"One on One: Jerry Weissman, Silicon Valley’s Storyteller",2013-03-29,article,News,,"['Initial Public Offerings', 'Public Speaking']"
New Phone by Facebook to Showcase Its Network,2013-03-29,article,News,,"['Android (Operating System)', 'Mobile Applications', 'Smartphones']"
Tests Start for Patients of Dentist in Inquiry,2013-03-29,article,News,,"['Hepatitis', 'Acquired Immune Deficiency Syndrome', 'Teeth and Dentistry']"
In the Round: Mitsubishi Mirage,2013-03-29,article,News,,['New York International Auto Show']
Bad Directors and Why They Aren’t Thrown Out,2013-03-29,article,News,,"['Boards of Directors', 'Shareholder Rights and Activism']"
On the Market in the Region,2013-03-29,multimedia,Slideshow,,"['Real Estate and Housing (Residential)', 'Historic Buildings and Sites']"
Cost of Environmental Damage in China Growing Rapidly Amid Industrialization,2013-03-29,article,News,,"['Environment', 'Economic Conditions and Trends']"
Abbas Pardons Journalist Sentenced for Insulting Him,2013-03-29,article,News,,"['Palestinians', 'News and News Media', 'Freedom of Speech and Expression']"
Money Advice for Doctors and Lawyers and the Rest of Us ,2013-03-29,article,News,,"['Doctors', 'Legal Profession', 'High Net Worth Individuals', 'Personal Finances']"
"Your ‘Game of Thrones’ Questions, Answered",2013-03-29,article,News,,[]
On the Market in New York City,2013-03-29,multimedia,Slideshow,,['Real Estate and Housing (Residential)']
What the Yeah Yeah Yeahs Listened to When They Were Kids,2013-03-29,article,News,,['Rock Music']
An Aromatic Advantage From Olive Oil?,2013-03-29,multimedia,Video,,"['Diet and Nutrition', 'Medicine and Health']"
What’s the Value of Media?,2013-03-29,multimedia,Video,,[]
The Bundesliga’s Soft Underbelly,2013-03-29,article,News,,['Soccer']
Mar. 31 — April 6,2013-03-29,article,News,,[]
